route,route_time,percentage_comp_stops,benefit,walking_distance,compulsory_stops,requests,used-nodes,unused_nodes,unserved_requests,served_requests,optional_stops_visited,total_used-travel_time,travel_distance,build_time,solve_time,optimality_gap,obj_val
198,19:44:00,0,1000,700,2,23,7,10,18,5,5,0,4049.575,,0.0001480579376220703,,950.4250000000002
185,15:27:00,0.4,1000,700,8,26,13,20,20,6,5,2042.4345025053626,8440.078,,0.00029015541076660156,,-2440.0779999999995
155,07:44:30,0.2,1000,700,3,46,9,30,42,4,6,1770,7551.504999999999,,0.0003440380096435547,,-3551.504999999999
195,07:09:00,0,1000,700,2,49,7,43,46,3,5,0,10181.072000000002,,0.0002982616424560547,,-7181.072000000002
198,10:24:30,1,1000,700,8,18,8,10,14,4,0,677,2855.712,,8.702278137207031e-05,,1144.288
55,15:58:00,0.4,1000,700,10,71,23,34,56,15,13,3922,17191.701999999997,,0.0011780261993408203,,-2191.7019999999975
198,10:24:30,0.2,1000,700,3,18,5,11,14,4,2,290,3117.174,,0.00010991096496582031,,882.826
196,16:23:30,0.2,1000,700,4,28,9,14,23,5,5,1562,7502.139000000001,,0.0002200603485107422,,-2502.139000000001
193,08:16:30,0.4,1000,700,6,45,10,26,37,8,4,1271.6466088045818,5921.581,,0.00026607513427734375,,2078.419
192,08:28:00,0.2,1000,700,3,33,8,23,28,5,5,1432,7880.847000000001,,0.00026416778564453125,,-2880.8470000000007
198,19:44:00,1,1000,700,8,24,9,12,17,7,1,686,3464.248,,0.00011801719665527344,,3535.752
187,13:47:00,0.4,1000,700,13,38,22,27,24,14,9,2407,12540.688,,0.0003190040588378906,,1459.312
192,14:50:30,0.4,1000,700,7,53,13,31,43,10,6,1817,8499.135,,0.0004181861877441406,,1500.8649999999998
55,18:56:00,0,1000,700,2,58,18,36,48,10,16,0.0,22883.111,,0.0007269382476806641,,-12883.111
55,18:56:00,0.4,1000,700,12,58,27,37,46,12,15,5020,20790.725,,0.0008790493011474609,,-8790.724999999999
195,07:09:00,0.4,1000,700,10,49,17,29,40,9,7,1280,10384.348000000002,,0.00039005279541015625,,-1384.3480000000018
55,18:56:00,1,1000,700,28,56,29,33,41,15,1,5020,19146.540000000005,,0.0003037452697753906,,-4146.5400000000045
155,13:50:00,0.4,1000,700,7,32,11,20,27,5,4,1500,6534.037,,0.00021505355834960938,,-1534.0370000000003
196,16:23:30,0.4,1000,700,7,27,15,12,21,6,8,1610.409583035078,7980.855,,0.0002510547637939453,,-1980.8549999999996
193,08:16:30,0.2,1000,700,3,43,8,23,38,5,5,1266,6237.403,,0.0002880096435546875,,-1237.4030000000002
192,08:28:00,0.4,1000,700,6,30,11,28,24,6,5,1421.3273085182518,7632.266,,0.00019097328186035156,,-1632.2659999999996
187,16:47:00,0,1000,700,2,43,14,40,36,7,12,0,13869.537000000002,,0.0004189014434814453,,-6869.537000000002
55,15:58:00,0.2,1000,700,5,71,28,29,52,19,23,3621.9196492483825,14109.416999999998,,0.0015320777893066406,,4890.583000000002
155,07:44:30,0.4,1000,700,6,46,11,26,41,5,5,1770,7794.142000000001,,0.0003788471221923828,,-2794.1420000000007
185,15:27:00,0.2,1000,700,4,21,9,20,17,4,5,2021,7753.170999999999,,0.00016498565673828125,,-3753.1709999999994
191,13:41:30,1,1000,700,15,22,15,14,14,8,0,1342,5202.024684128705,,8.988380432128906e-05,,2797.9753158712947
196,09:57:30,0.2,1000,700,4,15,7,13,13,2,3,1242,7449.858,,7.295608520507812e-05,,-5449.858
187,16:47:00,1,1000,700,30,45,30,27,30,15,0,3289,12328.012,,0.00025391578674316406,,2671.9879999999994
155,07:44:30,0,1000,700,2,45,9,25,41,4,7,0,8205.826000000001,,0.00037097930908203125,,-4205.826000000001
