route,route_time,percentage_comp_stops,benefit,walking_distance,compulsory_stops,requests,used-nodes,unused_nodes,unserved_requests,served_requests,optional_stops_visited,total_used-travel_time,travel_distance,build_time,solve_time,optimality_gap,obj_val
55,15:58:00,0,1000,700,2,71,8,47,63,8,6,0,16867.775999999998,,9.393692016601562e-05,,-8867.775999999998
185,15:27:00,0.4,1000,700,8,26,11,20,21,5,3,2021,8137.647999999999,,3.790855407714844e-05,,-3137.6479999999992
198,19:44:00,0,1000,700,2,24,4,15,19,5,2,0,3705.2700000000004,,3.600120544433594e-05,,1294.7299999999996
195,13:21:00,1,1000,700,23,40,23,27,33,7,0,2302,9334.202999999998,,4.7206878662109375e-05,,-2334.2029999999977
199,13:24:30,0.4,1000,700,9,29,13,16,20,9,4,2873,11507.903999999999,,3.6716461181640625e-05,,-2507.9039999999986
191,07:22:00,1,1000,700,14,31,15,13,22,9,1,1255,5095.854734896091,,3.409385681152344e-05,,3904.145265103909
193,13:30:30,0.4,1000,700,7,48,12,28,38,10,5,1494,6328.233,,4.9114227294921875e-05,,3671.767
199,13:24:30,0,1000,700,2,32,5,24,29,3,3,0,12906.262,,5.412101745605469e-05,,-9906.262
198,10:24:30,0,1000,700,2,18,3,14,14,4,1,0,2855.712,,2.09808349609375e-05,,1144.288
185,15:27:00,1,1000,700,18,21,17,14,16,5,-1,2021,7930.444000000001,,2.9087066650390625e-05,,-2930.4440000000013
191,13:41:30,0.2,1000,700,4,22,7,14,14,8,3,1270,5520.904684128705,,3.719329833984375e-05,,2479.0953158712946
185,07:21:00,1,1000,700,29,89,29,42,66,23,0,3318,13090.721000000003,,0.00012111663818359375,,9909.278999999997
194,15:17:30,0,1000,700,2,48,11,22,35,13,9,0,10459.935000000001,,8.797645568847656e-05,,2540.0649999999987
194,07:10:00,1,1000,700,23,52,24,18,34,18,1,2236,8741.315,,6.4849853515625e-05,,9258.685
196,09:57:30,1,1000,700,15,13,14,8,11,2,-1,1696,7393.784,,2.4080276489257812e-05,,-5393.784
192,08:28:00,0,1000,700,2,34,7,25,25,9,5,0,8241.222,,4.601478576660156e-05,,758.7780000000002
193,13:30:30,0,1000,700,2,48,6,34,44,4,4,0,6981.785999999999,,0.00014209747314453125,,-2981.785999999999
185,07:21:00,0.4,1000,700,12,90,23,46,63,27,11,3318,13912.355,,0.00012493133544921875,,13087.645
199,16:04:00,0.4,1000,700,9,45,13,27,35,10,4,2913,11411.158,,5.888938903808594e-05,,-1411.1579999999994
191,07:22:00,0.2,1000,700,3,31,6,21,25,6,3,453.39213493199713,5730.983734896091,,4.291534423828125e-05,,269.01626510390906
193,08:16:30,0,1000,700,2,46,4,30,40,6,2,0,6336.678999999998,,4.2438507080078125e-05,,-336.67899999999827
155,13:50:00,0,1000,700,2,32,3,26,31,1,1,0,6425.760999999999,,3.409385681152344e-05,,-5425.760999999999
198,19:44:00,0.2,1000,700,2,23,6,11,14,9,4,0,3868.388,,2.7894973754882812e-05,,5131.612
194,15:17:30,0.4,1000,700,10,48,17,18,32,16,7,2004,8722.11,,5.412101745605469e-05,,7277.889999999999
185,15:27:00,0,1000,700,2,26,5,26,21,5,3,0,8237.499,,3.504753112792969e-05,,-3237.499
196,09:57:30,0,1000,700,2,15,6,14,10,5,4,0.0,8826.167,,2.7179718017578125e-05,,-3826.1669999999995
185,07:21:00,0,1000,700,2,90,9,60,80,10,7,0,13563.474,,0.00013780593872070312,,-3563.474
194,15:17:30,1,1000,700,23,50,22,21,32,18,-1,2247,8774.130999999998,,7.581710815429688e-05,,9225.869000000002
196,16:23:30,1,1000,700,15,29,14,15,23,6,-1,1791,7461.303,,3.409385681152344e-05,,-1461.3029999999999
193,13:30:30,1,1000,700,15,46,15,25,38,8,0,1494,5866.755,,4.792213439941406e-05,,2133.245
187,16:47:00,0.2,1000,700,7,45,17,31,29,16,10,2284,13570.461,,5.412101745605469e-05,,2429.5390000000007
55,15:58:00,1,1000,700,23,72,23,39,52,20,0,3922,15309.040000000003,,7.605552673339844e-05,,4690.959999999997
195,13:21:00,0,1000,700,2,41,6,35,38,3,4,0,10566.358999999999,,5.4836273193359375e-05,,-7566.358999999999
198,10:24:30,0.2,1000,700,3,17,5,13,13,4,2,290,2855.712,,2.7179718017578125e-05,,1144.288
195,13:21:00,0.2,1000,700,5,40,12,33,30,10,7,2132.0296170365036,9928.087000000001,,5.4836273193359375e-05,,71.91299999999865
191,07:22:00,0,1000,700,2,33,4,27,29,4,2,0,5514.1517348960915,,3.7670135498046875e-05,,-1514.1517348960915
194,07:10:00,0.2,1000,700,5,51,11,27,31,20,6,2079,9869.035,,5.2928924560546875e-05,,10130.965
55,15:58:00,0.4,1000,700,10,72,21,43,58,14,11,3922,15911.909,,7.796287536621094e-05,,-1911.9089999999997
199,13:24:30,1,1000,700,20,30,21,13,15,15,1,2873,11328.669999999998,,3.6716461181640625e-05,,3671.3300000000017
155,07:44:30,0.2,1000,700,3,45,8,26,34,11,5,1770,7784.797,,5.1975250244140625e-05,,3215.2030000000004
198,10:24:30,1,1000,700,8,17,8,11,13,4,0,677,2855.712,,2.288818359375e-05,,1144.288
55,15:58:00,0,1000,700,2,71,10,48,65,6,8,0,17978.864,,9.417533874511719e-05,,-11978.864000000001
199,13:24:30,0.4,1000,700,9,30,16,14,17,13,7,2874.4405869720867,12330.400999999998,,3.886222839355469e-05,,669.599000000002
191,07:22:00,1,1000,700,14,31,16,12,12,19,2,1255,5095.854734896091,,2.9087066650390625e-05,,13904.145265103909
195,13:21:00,1,1000,700,23,41,23,23,23,18,0,2302,9334.202999999998,,4.601478576660156e-05,,8665.797000000002
196,09:57:30,0.4,1000,700,7,15,10,8,9,6,3,1383,7326.803999999999,,2.5987625122070312e-05,,-1326.8039999999992
193,13:30:30,0.4,1000,700,7,48,12,31,37,11,5,1494,6473.395999999999,,5.602836608886719e-05,,4526.604000000001
198,10:24:30,0,1000,700,2,19,4,13,16,3,2,0,3268.3279999999995,,2.384185791015625e-05,,-268.3279999999995
195,07:09:00,1,1000,700,23,50,24,28,33,17,1,2242,9212.719000000001,,5.125999450683594e-05,,7787.280999999999
199,13:24:30,0,1000,700,2,30,7,28,26,4,5,0,10982.964,,3.814697265625e-05,,-6982.964
185,15:27:00,1,1000,700,18,25,20,15,15,10,2,2021,7957.339,,3.409385681152344e-05,,2042.661
192,14:50:30,0.2,1000,700,4,53,14,29,38,15,10,1693.587822118825,8423.065999999999,,5.698204040527344e-05,,6576.934000000001
196,09:57:30,1,1000,700,15,15,16,9,11,4,1,1696,7393.784,,2.5033950805664062e-05,,-3393.7839999999997
194,15:17:30,0,1000,700,2,49,7,31,43,6,5,0,9752.523,,5.7697296142578125e-05,,-3752.5229999999992
191,13:41:30,0.2,1000,700,4,23,7,17,20,3,3,1270,5773.358684128706,,3.0040740966796875e-05,,-2773.358684128706
185,07:21:00,1,1000,700,29,89,29,35,56,33,0,3318,13090.721000000003,,7.176399230957031e-05,,19909.278999999995
191,07:22:00,0.2,1000,700,3,31,9,18,24,7,6,456,5769.06573489609,,4.100799560546875e-05,,1230.9342651039096
199,16:04:00,0.4,1000,700,9,43,12,24,31,12,3,2913,11074.162,,5.030632019042969e-05,,925.8379999999997
193,13:30:30,0,1000,700,2,48,3,39,47,1,1,0,6588.224,,4.57763671875e-05,,-5588.224
185,07:21:00,0.4,1000,700,12,87,21,43,63,24,9,3318,13290.400999999998,,9.012222290039062e-05,,10709.599000000002
194,15:17:30,0.4,1000,700,10,49,14,25,40,9,4,2004,9024.292,,5.1021575927734375e-05,,-24.29199999999946
185,15:27:00,0,1000,700,2,27,5,22,22,5,3,0,8235.985999999999,,3.409385681152344e-05,,-3235.985999999999
198,19:44:00,0.2,1000,700,2,23,4,15,18,5,2,0,3725.71,,2.8133392333984375e-05,,1274.29
199,16:04:00,0,1000,700,2,39,9,28,34,5,7,0,13450.726,,5.1975250244140625e-05,,-8450.726
194,15:17:30,1,1000,700,23,49,24,19,37,12,1,2247,8774.130999999998,,5.459785461425781e-05,,3225.8690000000024
185,07:21:00,0,1000,700,2,87,5,58,84,3,3,0,15317.373999999996,,8.392333984375e-05,,-12317.373999999996
196,09:57:30,0,1000,700,2,15,5,15,12,3,3,0,8405.571,,2.09808349609375e-05,,-5405.571
193,13:30:30,1,1000,700,15,48,14,23,35,13,-1,1494,5866.755,,4.6253204345703125e-05,,7133.245
155,07:44:30,0,1000,700,2,46,9,30,39,7,7,0,8131.315999999999,,5.888938903808594e-05,,-1131.315999999999
192,14:50:30,0,1000,700,2,53,4,40,51,2,2,0,9258.349,,4.982948303222656e-05,,-7258.349
193,13:30:30,0.2,1000,700,4,48,7,27,43,5,3,1494,6849.695999999999,,5.0067901611328125e-05,,-1849.695999999999
199,13:24:30,0.2,1000,700,5,30,14,21,20,10,9,2873,12240.385999999999,,4.38690185546875e-05,,-2240.3859999999986
191,13:41:30,1,1000,700,15,21,16,9,15,6,1,1342,5202.024684128705,,2.6226043701171875e-05,,797.9753158712947
192,14:50:30,1,1000,700,15,53,18,27,41,12,3,1793.5560576234711,8006.081999999999,,5.412101745605469e-05,,3993.9180000000006
155,07:44:30,1,1000,700,13,46,14,24,34,12,1,1775.7091535433065,7088.63,,4.9114227294921875e-05,,4911.37
194,07:10:00,0.4,1000,700,10,52,14,20,35,17,4,2236,8876.602,,5.316734313964844e-05,,8123.397999999999
195,13:21:00,0.4,1000,700,10,41,17,30,31,10,7,2130.006755547598,9179.653,,5.1975250244140625e-05,,820.3469999999998
198,10:24:30,0.4,1000,700,4,19,6,11,16,3,2,287.95315855404624,3162.2749999999996,,2.3126602172851562e-05,,-162.27499999999964
196,16:23:30,0.4,1000,700,7,29,13,15,18,11,6,1562,7764.571,,3.814697265625e-05,,3235.429
191,13:41:30,0,1000,700,2,22,5,16,15,7,3,0,5457.678684128705,,3.0994415283203125e-05,,1542.3213158712952
187,16:47:00,0.4,1000,700,13,43,21,36,33,10,8,2515,12698.382000000001,,5.6743621826171875e-05,,-2698.3820000000014
187,13:47:00,1,1000,700,30,38,31,26,23,15,1,3289,12328.012,,4.7206878662109375e-05,,2671.9879999999994
195,07:09:00,0.4,1000,700,10,50,15,31,34,16,5,1280,9506.813000000002,,5.2928924560546875e-05,,6493.186999999998
198,19:44:00,0.4,1000,700,4,24,7,10,17,7,3,686,3635.866,,3.409385681152344e-05,,3364.134
55,18:56:00,0.4,1000,700,12,59,23,37,41,18,11,5020,20778.194,,8.606910705566406e-05,,-2778.1939999999995
194,15:17:30,0.2,1000,700,5,49,10,27,45,4,5,1666.759574087322,9621.907,,6.008148193359375e-05,,-5621.906999999999
191,07:22:00,0.4,1000,700,6,34,10,21,27,7,4,1194,5080.948734896091,,4.291534423828125e-05,,1919.051265103909
185,07:21:00,0.2,1000,700,6,89,18,42,62,27,12,3157,13482.273,,9.393692016601562e-05,,13517.727
199,16:04:00,0.2,1000,700,5,43,9,26,34,9,4,2370,11707.118,,4.887580871582031e-05,,-2707.1180000000004
191,13:41:30,0.4,1000,700,7,23,8,13,18,5,1,1342,5572.691684128705,,2.6941299438476562e-05,,-572.6916841287048
187,13:47:00,0,1000,700,2,40,8,44,33,7,6,0,14524.024000000001,,5.1021575927734375e-05,,-7524.024000000001
192,14:50:30,0.4,1000,700,7,53,12,32,43,10,5,1817,7723.054999999999,,5.507469177246094e-05,,2276.9450000000006
191,13:41:30,0.4,1000,700,7,23,10,14,17,6,3,1342,5540.293684128705,,3.314018249511719e-05,,459.7063158712954
187,13:47:00,0,1000,700,2,38,9,37,31,7,7,0,14359.993000000002,,4.8160552978515625e-05,,-7359.993000000002
191,07:22:00,0.4,1000,700,6,31,12,15,22,9,6,1194,5311.019734896091,,4.1961669921875e-05,,3688.980265103909
185,07:21:00,0.2,1000,700,6,87,17,47,70,17,11,3157,13318.065999999999,,9.679794311523438e-05,,3681.934000000001
199,16:04:00,0.2,1000,700,5,43,10,25,30,13,5,2370,11819.62,,4.887580871582031e-05,,1180.3799999999992
198,19:44:00,0.4,1000,700,4,23,8,11,15,8,4,686,3464.2480000000005,,3.0040740966796875e-05,,4535.7519999999995
194,15:17:30,0.2,1000,700,5,49,12,26,42,7,7,1637.713940586982,10302.796,,6.031990051269531e-05,,-3302.7960000000003
187,13:47:00,1,1000,700,30,40,31,32,30,10,1,3289,12328.012,,6.67572021484375e-05,,-2328.0120000000006
187,16:47:00,0.4,1000,700,13,45,18,31,29,16,5,2515,13188.330000000002,,4.887580871582031e-05,,2811.6699999999983
191,13:41:30,0,1000,700,2,21,5,18,18,3,3,0,5835.474684128705,,2.8371810913085938e-05,,-2835.474684128705
195,13:21:00,0.4,1000,700,10,40,15,31,30,10,5,2130.006755547598,9006.851999999999,,6.103515625e-05,,993.148000000001
198,10:24:30,0.4,1000,700,4,17,6,13,13,4,2,290,2855.712,,2.47955322265625e-05,,1144.288
55,15:58:00,0.2,1000,700,5,72,18,45,59,13,13,3625,16346.284,,8.487701416015625e-05,,-3346.2839999999997
194,07:10:00,0.4,1000,700,10,51,15,24,35,16,5,2249.8732104509654,9602.365000000002,,5.3882598876953125e-05,,6397.634999999998
192,14:50:30,1,1000,700,15,53,15,30,35,18,0,1782.1447745168189,7988.101,,4.7206878662109375e-05,,10011.899000000001
155,07:44:30,1,1000,700,13,46,13,29,38,8,0,1770,7060.512,,5.698204040527344e-05,,939.4880000000003
155,07:44:30,0.4,1000,700,6,45,11,23,32,13,5,1770,7991.877,,5.1975250244140625e-05,,5008.123
191,13:41:30,1,1000,700,15,22,15,11,13,9,0,1342,5202.024684128705,,2.7894973754882812e-05,,3797.9753158712947
199,13:24:30,0.2,1000,700,5,30,11,18,24,6,6,2873,11431.017,,3.981590270996094e-05,,-5431.017
196,09:57:30,0.2,1000,700,4,15,8,7,9,6,4,1242,7120.581,,2.09808349609375e-05,,-1120.5810000000001
193,13:30:30,0.2,1000,700,4,48,5,37,46,2,1,1494,6217.125000000001,,4.792213439941406e-05,,-4217.125000000001
155,07:44:30,0,1000,700,2,46,5,32,43,3,3,0,6623.089000000001,,4.76837158203125e-05,,-3623.089000000001
192,14:50:30,0,1000,700,2,53,8,34,45,8,6,0,9333.283000000001,,5.817413330078125e-05,,-1333.2830000000013
193,13:30:30,1,1000,700,15,48,14,29,39,9,-1,1494,5866.755,,4.57763671875e-05,,3133.245
194,15:17:30,1,1000,700,23,49,24,19,35,14,1,2247,8774.130999999998,,7.700920104980469e-05,,5225.869000000002
185,07:21:00,0,1000,700,2,89,7,53,77,12,5,0.0,15389.063999999998,,9.489059448242188e-05,,-3389.0639999999985
195,07:09:00,0.2,1000,700,5,50,11,34,35,15,6,759.1103704366469,10268.458999999999,,5.507469177246094e-05,,4731.541000000001
196,09:57:30,0,1000,700,2,15,4,16,12,3,2,0,6183.217,,2.193450927734375e-05,,-3183.2169999999996
194,15:17:30,0.4,1000,700,10,49,15,23,38,11,5,2004,8774.131000000001,,5.2928924560546875e-05,,2225.868999999999
55,18:56:00,0.2,1000,700,6,59,18,42,48,11,12,3983,21897.437,,8.487701416015625e-05,,-10897.437000000002
185,15:27:00,0,1000,700,2,25,5,23,21,4,3,0,8310.413999999999,,3.0994415283203125e-05,,-4310.413999999999
198,19:44:00,0.2,1000,700,2,24,6,11,19,5,4,0,3974.088,,2.9802322387695312e-05,,1025.9119999999998
191,07:22:00,0.2,1000,700,3,34,8,22,25,9,5,456,5540.7097348960915,,4.00543212890625e-05,,3459.2902651039085
199,16:04:00,0.4,1000,700,9,43,13,24,33,10,4,2913,11329.089000000002,,4.792213439941406e-05,,-1329.0890000000018
193,13:30:30,0,1000,700,2,48,6,28,43,5,4,0,6465.311,,5.1021575927734375e-05,,-1465.3109999999997
185,07:21:00,0.4,1000,700,12,89,20,40,61,28,8,3318,12572.944,,0.00011110305786132812,,15427.056
196,09:57:30,1,1000,700,15,15,14,10,13,2,-1,1696,7393.784,,2.7894973754882812e-05,,-5393.784
194,15:17:30,0,1000,700,2,49,7,30,44,5,5,0,9201.773000000001,,5.984306335449219e-05,,-4201.773000000001
191,13:41:30,0.2,1000,700,4,23,6,15,18,5,2,1270,5997.659684128706,,3.0040740966796875e-05,,-997.6596841287064
185,07:21:00,1,1000,700,29,87,29,40,59,28,0,3318,12932.415000000003,,7.486343383789062e-05,,15067.584999999997
199,16:04:00,1,1000,700,20,39,21,18,21,18,1,2913,11726.500999999998,,4.696846008300781e-05,,6273.499000000002
185,15:27:00,1,1000,700,18,27,18,15,18,9,0,2021,7930.444000000001,,3.2901763916015625e-05,,1069.5559999999987
198,10:24:30,0,1000,700,2,17,4,13,13,4,2,0,3286.063,,2.2172927856445312e-05,,713.9369999999999
199,13:24:30,0,1000,700,2,30,8,21,22,8,6,0.0,13405.565999999999,,4.076957702636719e-05,,-5405.565999999999
193,13:30:30,0.4,1000,700,7,48,11,24,40,8,4,1494,6416.178,,4.887580871582031e-05,,1583.8220000000001
199,13:24:30,0.4,1000,700,9,30,16,20,20,10,7,2873,12520.146999999997,,4.291534423828125e-05,,-2520.146999999997
191,07:22:00,1,1000,700,14,33,15,18,21,12,1,1255,5095.854734896091,,3.504753112792969e-05,,6904.145265103909
195,13:21:00,1,1000,700,23,41,22,23,31,10,-1,2302,9334.202999999998,,5.030632019042969e-05,,665.7970000000023
55,15:58:00,0,1000,700,2,72,10,48,62,10,8,0,17911.417999999998,,9.226799011230469e-05,,-7911.417999999998
199,13:24:30,1,1000,700,20,30,21,19,20,10,1,2873,11245.678,,4.315376281738281e-05,,-1245.6779999999999
195,07:09:00,0,1000,700,2,50,6,39,41,9,4,0.0,11031.291999999998,,5.2928924560546875e-05,,-2031.2919999999976
198,10:24:30,1,1000,700,8,19,8,9,16,3,0,677,2855.712,,2.193450927734375e-05,,144.288
194,07:10:00,0.2,1000,700,5,52,11,22,34,18,6,2079,9364.069,,5.1975250244140625e-05,,8635.931
195,13:21:00,0,1000,700,2,41,9,31,33,8,7,0,10716.626,,5.793571472167969e-05,,-2716.626
198,10:24:30,0.2,1000,700,3,19,5,12,16,3,2,287.95315855404624,3162.275,,2.3126602172851562e-05,,-162.2750000000001
195,13:21:00,0.2,1000,700,5,41,12,34,34,7,7,2130.006755547598,9879.189000000002,,5.1021575927734375e-05,,-2879.189000000002
191,07:22:00,0,1000,700,2,31,3,24,29,2,1,0,5120.4197348960915,,2.9802322387695312e-05,,-3120.4197348960915
187,16:47:00,0.2,1000,700,7,43,13,41,36,7,6,2284,12570.849999999999,,5.0067901611328125e-05,,-5570.8499999999985
196,16:23:30,0.2,1000,700,4,29,10,16,19,10,6,1562,7746.378,,3.814697265625e-05,,2253.6220000000003
55,15:58:00,1,1000,700,23,71,24,39,58,13,1,3922,15309.040000000003,,7.295608520507812e-05,,-2309.0400000000027
187,16:47:00,1,1000,700,30,43,31,33,33,10,1,3289,12328.012,,5.7220458984375e-05,,-2328.0120000000006
196,09:57:30,0.2,1000,700,4,13,8,8,4,9,4,1242,7108.153,,2.09808349609375e-05,,1891.8469999999998
185,15:27:00,0.2,1000,700,4,26,9,22,20,6,5,2021,8752.337,,3.504753112792969e-05,,-2752.3369999999995
155,07:44:30,0.4,1000,700,6,46,12,27,36,10,6,1781.964790622762,8106.070000000001,,5.507469177246094e-05,,1893.9299999999994
155,07:44:30,1,1000,700,13,45,13,23,35,10,0,1770,7060.512,,4.482269287109375e-05,,2939.4880000000003
187,16:47:00,0,1000,700,2,45,9,39,37,8,7,0,12267.231999999996,,5.984306335449219e-05,,-4267.231999999996
55,15:58:00,0.2,1000,700,5,71,17,39,54,17,12,3626.203829634942,17230.081,,8.416175842285156e-05,,-230.0809999999983
198,10:24:30,0.4,1000,700,4,18,6,10,13,5,2,290,3117.174,,2.3126602172851562e-05,,1882.826
191,13:41:30,0,1000,700,2,22,5,21,19,3,3,0,6148.073684128705,,2.6941299438476562e-05,,-3148.0736841287053
196,16:23:30,0.4,1000,700,7,28,12,12,16,12,5,1562,8115.465,,3.504753112792969e-05,,3884.535
193,08:16:30,0.2,1000,700,3,45,5,30,39,6,2,1266,5740.251000000001,,5.698204040527344e-05,,259.7489999999989
192,08:28:00,0.4,1000,700,6,33,9,22,25,8,3,1432,7625.888000000001,,3.910064697265625e-05,,374.11199999999917
155,13:50:00,0.4,1000,700,7,32,11,24,25,7,4,1507.4717251252732,6562.536,,3.981590270996094e-05,,437.46399999999994
55,18:56:00,1,1000,700,28,58,29,33,39,19,1,5020,19099.205000000005,,5.91278076171875e-05,,-99.20500000000538
195,07:09:00,0.4,1000,700,10,49,16,35,41,8,6,1280,9240.631000000001,,6.031990051269531e-05,,-1240.6310000000012
194,15:17:30,0.2,1000,700,5,50,14,30,35,15,9,1635.9415712240589,9967.970000000001,,6.389617919921875e-05,,5032.029999999999
55,18:56:00,0.4,1000,700,12,62,25,34,38,24,13,5020,21364.799,,7.510185241699219e-05,,2635.201000000001
198,19:44:00,0.4,1000,700,4,24,7,12,18,6,3,686,3635.866,,2.9087066650390625e-05,,2364.134
55,18:56:00,0,1000,700,2,56,9,44,51,5,7,0,21497.992000000002,,7.796287536621094e-05,,-16497.992000000002
192,14:50:30,0.4,1000,700,7,51,13,30,34,17,6,1817,8348.341,,5.1975250244140625e-05,,8651.659
187,13:47:00,0.4,1000,700,13,40,20,34,29,11,7,2407,12477.907,,5.2928924560546875e-05,,-1477.9069999999992
196,16:23:30,0.2,1000,700,4,27,8,19,22,5,4,1562,6618.448,,3.504753112792969e-05,,-1618.4480000000003
193,08:16:30,0.4,1000,700,6,43,11,20,30,13,5,1266,5843.174999999999,,4.57763671875e-05,,7156.825000000001
192,08:28:00,0.2,1000,700,3,30,6,33,26,4,3,1457.566437007874,8582.617000000002,,3.314018249511719e-05,,-4582.617000000002
198,19:44:00,1,1000,700,8,23,8,9,11,12,0,663.8587598425074,3567.585,,2.193450927734375e-05,,8432.415
195,13:21:00,0,1000,700,2,42,7,38,37,5,5,0,10722.341,,4.792213439941406e-05,,-5722.341
191,07:22:00,0,1000,700,2,34,5,21,29,5,3,0,5824.057734896091,,3.4809112548828125e-05,,-824.0577348960906
55,15:58:00,0.4,1000,700,10,71,19,39,53,18,9,3922,15542.213,,7.390975952148438e-05,,2457.7870000000003
155,07:44:30,0.2,1000,700,3,46,6,31,42,4,3,1770,6623.089,,5.125999450683594e-05,,-2623.089
195,07:09:00,0,1000,700,2,49,5,40,45,4,3,0,10586.357,,5.2928924560546875e-05,,-6586.357
198,19:44:00,0,1000,700,2,24,2,19,22,2,0,0,3292.654,,2.4080276489257812e-05,,-1292.654
185,15:27:00,0.4,1000,700,8,21,12,18,16,5,4,2021,8149.549,,3.0994415283203125e-05,,-3149.549
196,09:57:30,0.4,1000,700,7,15,12,10,9,6,5,1383,7751.155999999999,,2.4080276489257812e-05,,-1751.155999999999
198,10:24:30,0,1000,700,2,18,5,11,12,6,3,0,3270.5649999999996,,2.3126602172851562e-05,,2729.4350000000004
195,07:09:00,1,1000,700,23,49,25,27,38,11,2,2242,9212.719000000001,,6.198883056640625e-05,,1787.280999999999
155,13:50:00,1,1000,700,15,32,14,22,27,5,-1,1500,6044.251000000001,,3.814697265625e-05,,-1044.251000000001
199,16:04:00,1,1000,700,20,45,22,21,23,22,2,2913,11726.500999999998,,4.1961669921875e-05,,10273.499000000002
187,13:47:00,0.2,1000,700,7,38,17,31,24,14,10,2284,12607.014000000001,,4.887580871582031e-05,,1392.985999999999
185,15:27:00,1,1000,700,18,26,18,17,19,7,0,2021,7930.444000000001,,3.3855438232421875e-05,,-930.4440000000013
194,07:10:00,1,1000,700,23,52,23,18,36,16,0,2236,8741.315,,5.698204040527344e-05,,7258.6849999999995
192,14:50:30,0.2,1000,700,4,53,9,34,41,12,5,1673.0196403006412,8259.772,,5.602836608886719e-05,,3740.227999999999
196,16:23:30,0,1000,700,2,29,6,19,24,5,4,0.0,8944.378999999999,,3.6716461181640625e-05,,-3944.378999999999
192,08:28:00,0,1000,700,2,30,4,35,27,3,2,0,6501.100000000001,,3.0994415283203125e-05,,-3501.1000000000013
193,08:16:30,0,1000,700,2,45,3,32,41,4,1,0,5678.705,,4.00543212890625e-05,,-1678.705
55,18:56:00,0.2,1000,700,6,58,15,48,49,9,9,3983,20993.249,,7.414817810058594e-05,,-11993.249
155,13:50:00,0,1000,700,2,32,5,29,30,2,3,0,7082.575,,3.5762786865234375e-05,,-5082.575
199,16:04:00,0,1000,700,2,42,5,32,39,3,3,0.0,13616.759000000002,,4.7206878662109375e-05,,-10616.759000000002
195,07:09:00,0.2,1000,700,5,49,10,35,43,6,5,749.7049481030808,9382.647,,5.412101745605469e-05,,-3382.647000000001
194,15:17:30,1,1000,700,23,50,25,23,29,21,2,2247,8774.130999999998,,4.76837158203125e-05,,12225.869000000002
196,16:23:30,1,1000,700,15,29,15,12,21,8,0,1791,7485.589,,3.3855438232421875e-05,,514.4110000000001
194,07:10:00,0,1000,700,2,51,7,31,46,5,5,0,10424.966,,5.412101745605469e-05,,-5424.966
192,08:28:00,1,1000,700,13,33,12,19,20,13,-1,1828,7236.521,,3.0040740966796875e-05,,5763.479
155,13:50:00,0.2,1000,700,4,32,8,22,25,7,4,1388,6496.148000000001,,3.910064697265625e-05,,503.85199999999895
193,08:16:30,1,1000,700,14,43,13,19,32,11,-1,1370,5418.034000000001,,3.981590270996094e-05,,5581.965999999999
155,13:50:00,0.2,1000,700,4,32,9,26,29,3,5,1388,6887.963,,4.482269287109375e-05,,-3887.9629999999997
193,08:16:30,1,1000,700,14,45,13,24,36,9,-1,1370,5418.034000000001,,4.100799560546875e-05,,3581.9659999999994
192,08:28:00,1,1000,700,13,30,12,27,23,7,-1,1828,7236.521,,3.1948089599609375e-05,,-236.52099999999973
195,07:09:00,0.2,1000,700,5,49,10,41,42,7,5,728,10083.688,,5.984306335449219e-05,,-3083.688
196,16:23:30,1,1000,700,15,29,16,13,21,8,1,1786.6069255547627,7484.485,,3.600120544433594e-05,,515.5150000000003
194,07:10:00,0,1000,700,2,52,5,28,44,8,3,0,10373.948,,5.221366882324219e-05,,-2373.9480000000003
198,19:44:00,0.2,1000,700,2,24,4,15,19,5,2,0,3705.2700000000004,,2.6941299438476562e-05,,1294.7299999999996
55,18:56:00,0.2,1000,700,6,62,15,43,49,13,9,3988.418172870457,21158.793,,7.82012939453125e-05,,-8158.7930000000015
185,15:27:00,0,1000,700,2,26,5,25,23,3,3,0,8324.914999999999,,3.1948089599609375e-05,,-5324.914999999999
194,15:17:30,0.4,1000,700,10,50,18,26,31,19,8,2004,8909.02,,5.91278076171875e-05,,10090.98
155,13:50:00,0,1000,700,2,32,5,25,28,4,3,0,6190.755000000001,,3.814697265625e-05,,-2190.755000000001
199,16:04:00,0,1000,700,2,45,9,30,39,6,7,0.0,13590.057999999999,,5.817413330078125e-05,,-7590.057999999999
193,08:16:30,0,1000,700,2,43,7,24,35,8,5,0,6401.054999999999,,4.8160552978515625e-05,,1598.9450000000006
192,08:28:00,0,1000,700,2,33,8,23,26,7,6,0,8475.233999999999,,4.9114227294921875e-05,,-1475.2339999999986
194,07:10:00,1,1000,700,23,51,23,19,29,22,0,2236,8741.315,,4.792213439941406e-05,,13258.685
192,14:50:30,0.2,1000,700,4,51,9,33,38,13,5,1686,8403.105,,5.1975250244140625e-05,,4596.895
196,16:23:30,0,1000,700,2,29,7,15,18,11,5,0.0,8738.532,,3.695487976074219e-05,,2261.4680000000008
194,15:17:30,0,1000,700,2,50,8,36,38,12,6,0,10465.31,,5.888938903808594e-05,,1534.6900000000005
155,13:50:00,1,1000,700,15,32,17,22,23,9,2,1494.4129831782411,6209.820000000001,,4.7206878662109375e-05,,2790.1799999999994
199,16:04:00,1,1000,700,20,42,22,18,26,16,2,2913,11566.402999999998,,4.506111145019531e-05,,4433.597000000002
