route,route_starting_time,percentage_of_compulsory_stops,benefit,walking_distance,num_segments,compulsory_stops,requests,number_optional_stops,used_nodes,unused_nodes,unserved_requests,served_requests,opt_stops_visited,opt_stops_not_visited,total_used-travel_time,travel_distance,build_time,solve_time,optimality_gap,objective_value
194,15:17:30,0,1000,700,1,2,48,29,31,0,0,48,29,0,3909.0,13135.418,0.06377124786376953,0.015810012817382812,0.0,34864.582
198,19:44:00,0.2,1000,700,1,2,23,14,16,0,0,23,14,0,1643.0977466595068,6295.974999999999,0.008832931518554688,0.0150909423828125,0.0,16704.025
194,15:17:30,0.4,1000,700,9,10,48,21,25,6,10,38,15,6,3326.0,10278.422999999997,0.00800633430480957,0.002543926239013672,0.0,27721.577000000005
185,15:27:00,0,1000,700,1,2,26,22,22,2,2,24,20,2,2778.761781197798,10647.579999999998,0.02147388458251953,0.0038280487060546875,0.0,13352.420000000002
195,13:21:00,0.2,1000,700,4,5,40,30,23,12,12,28,18,12,3163.0,11908.114,0.019290924072265625,0.16127705574035645,0.0,16091.886
194,07:10:00,0.2,1000,700,4,5,51,23,27,1,1,50,22,1,3922.2985787998114,14917.774999999996,0.020690202713012695,0.04282379150390625,0.0,35082.225000000006
55,15:58:00,0,1000,700,1,2,71,34,34,2,1,70,32,2,5470.0,17980.696000000007,0.12468194961547852,0.07533383369445801,3.881892255520805e-05,52019.30399999999
199,13:24:30,0,1000,700,1,2,30,23,23,2,4,26,21,2,3420.3684234073007,13106.069999999998,0.026356935501098633,0.005762815475463867,0.0,12893.930000000002
196,09:57:30,1,1000,700,14,15,15,4,19,0,0,15,4,0,3353.8571492483898,9544.195000000002,0.0012900829315185547,0.0006809234619140625,0.0,5455.8049999999985
185,07:21:00,1,1000,700,28,29,89,19,43,5,6,83,14,5,5812.809979718444,19837.02,0.014423847198486328,0.00568699836730957,0.0,63162.979999999996
191,07:22:00,0.2,1000,700,2,3,31,15,16,2,2,29,13,2,2350.0320681323356,9004.785734896092,0.0074079036712646484,0.018764019012451172,0.0,19995.21426510391
199,16:04:00,0.4,1000,700,8,9,43,16,23,2,6,37,14,2,4216.031302195181,14402.244,0.009065866470336914,0.00164794921875,0.0,22597.756
193,13:30:30,1,1000,700,14,15,48,9,19,5,11,37,4,5,2548.0,7692.413000000001,0.004201173782348633,0.0008561611175537109,0.0,29307.587
193,13:30:30,0.2,1000,700,3,4,48,20,12,12,29,19,8,12,1780.516173049371,6822.531,0.03900504112243652,0.0032248497009277344,0.0,12177.469000000001
199,13:24:30,0.2,1000,700,4,5,30,21,20,6,10,20,15,6,4280.946708721065,15182.430000000002,0.008069038391113281,0.00447392463684082,0.0,4817.569999999998
192,14:50:30,1,1000,700,14,15,53,11,23,3,3,50,8,3,3406.0,10356.211,0.0065190792083740234,0.001889944076538086,0.0,39643.789000000004
187,16:47:00,0.4,1000,700,12,13,43,21,28,6,6,37,15,6,4785.0,17568.203,0.010558843612670898,0.0082550048828125,0.0,19431.797
187,13:47:00,1,1000,700,29,30,38,12,39,3,3,35,9,3,5367.0,14648.649999999998,0.005712985992431641,0.0028960704803466797,0.0,20351.350000000002
185,07:21:00,0.2,1000,700,5,6,89,39,39,6,7,82,33,6,4985.909873836536,19104.867000000002,0.058732032775878906,0.07146191596984863,0.0,62895.133
191,13:41:30,0.4,1000,700,6,7,23,8,8,7,14,9,1,7,2048.916234192271,7448.933684128705,0.0024950504302978516,0.015477895736694336,0.0,1551.066315871295
187,13:47:00,0,1000,700,1,2,38,30,28,4,5,33,26,4,3369.0,12508.975999999997,0.07321977615356445,0.12120199203491211,0.0,20491.024000000005
191,07:22:00,0.4,1000,700,5,6,31,12,17,1,1,30,11,1,2406.1378006544037,8796.82973489609,0.0037162303924560547,0.0014262199401855469,0.0,21203.17026510391
199,16:04:00,0.2,1000,700,4,5,43,21,17,9,29,14,12,9,3435.518551658308,12522.215999999999,0.011995077133178711,0.011616945266723633,0.0,1477.7840000000015
195,13:21:00,0.4,1000,700,9,10,40,25,28,7,6,34,18,7,3454.107768134105,12934.312999999998,0.013483047485351562,0.02419304847717285,0.0,21065.687
194,07:10:00,0.4,1000,700,9,10,51,19,19,10,19,32,9,10,3334.3345412789313,9517.487999999998,0.014267206192016602,0.10724091529846191,0.0,22482.512000000002
192,14:50:30,0,1000,700,1,2,53,24,23,3,3,50,21,3,2507.0,9600.11,0.05813097953796387,0.027890920639038086,0.0,40399.89
185,07:21:00,0,1000,700,1,2,89,45,46,1,2,87,44,1,4967.457572774994,19034.162000000004,0.2698991298675537,0.021304845809936523,0.0,67965.83799999999
196,09:57:30,0,1000,700,1,2,15,10,4,8,13,2,2,8,875.0,2883.167,0.0034706592559814453,0.0036461353302001953,0.0,-883.1669999999999
193,13:30:30,0,1000,700,1,2,48,21,22,1,1,47,20,1,2420.812716237182,9276.000999999998,0.033776044845581055,0.0038700103759765625,0.0,37723.999
185,07:21:00,0.4,1000,700,11,12,89,32,33,11,43,46,21,11,5253.0,18245.326999999997,0.03532290458679199,0.24870085716247559,0.0,27754.673000000003
191,13:41:30,0.2,1000,700,3,4,23,11,9,6,15,8,5,6,2956.0,5883.4766841287055,0.003123044967651367,0.0017290115356445312,0.0,2116.5233158712945
193,13:30:30,0.4,1000,700,6,7,48,17,16,8,18,30,9,8,2464.0,9320.221999999998,0.007560014724731445,0.03008103370666504,0.0,20679.778000000002
199,13:24:30,0.4,1000,700,8,9,29,16,23,2,4,25,14,2,3882.977809591983,14730.829000000003,0.005107879638671875,0.0027189254760742188,0.0,10269.170999999997
199,13:24:30,1,1000,700,19,20,30,10,26,4,5,25,6,4,4871.0,12604.350999999999,0.003667116165161133,0.0013267993927001953,0.0,12395.649000000001
187,16:47:00,0.2,1000,700,6,7,43,26,31,2,2,41,24,2,4835.470107074689,18376.989,0.012825965881347656,0.016469955444335938,0.0,22623.011
55,15:58:00,1,1000,700,22,23,71,18,30,11,19,52,7,11,6750.198930744453,18364.22,0.011337041854858398,0.0033609867095947266,8.380956231736393e-05,33635.78
187,16:47:00,1,1000,700,29,30,43,10,36,4,4,39,6,4,5367.0,14322.462999999998,0.005333900451660156,0.0014209747314453125,0.0,24677.537000000004
185,15:27:00,0.2,1000,700,3,4,26,20,20,4,4,22,16,4,3860.0,11010.146,0.013591766357421875,0.017551898956298828,0.0,10989.854
192,08:28:00,0.4,1000,700,5,6,33,16,21,1,1,32,15,1,2906.015613815318,11130.926,0.00594782829284668,0.004067897796630859,0.0,20869.074
55,18:56:00,1,1000,700,27,28,58,15,39,4,3,55,11,4,8422.927433786681,23161.205,0.009989023208618164,0.001978158950805664,0.0,31838.795
193,08:16:30,0.4,1000,700,5,6,43,16,19,3,4,39,13,3,2648.0,9072.551999999998,0.007826089859008789,0.004342079162597656,0.0,29927.448000000004
198,19:44:00,1,1000,700,7,8,23,8,14,2,2,21,6,2,1586.6349394535791,5346.971,0.0017690658569335938,0.001531839370727539,0.0,15653.029
155,13:50:00,1,1000,700,14,15,32,10,22,3,4,28,7,3,2614.4566034359377,8002.855000000001,0.0030384063720703125,0.002962827682495117,0.0,19997.144999999997
187,13:47:00,0.2,1000,700,6,7,38,27,28,6,8,30,21,6,4756.04562604391,17128.760000000002,0.01233220100402832,0.051249027252197266,0.0,12871.239999999998
196,16:23:30,0,1000,700,1,2,29,17,5,14,24,5,3,14,1149.591013481273,4404.97,0.015156269073486328,0.11549186706542969,0.0,595.0300000000002
194,07:10:00,0,1000,700,1,2,51,26,28,0,0,51,26,0,3324.802180267234,12739.882,0.05606508255004883,0.015598058700561523,0.0,38260.118
192,08:28:00,1,1000,700,12,13,33,10,21,2,2,31,8,2,3039.98834556192,10628.136999999997,0.0029180049896240234,0.0007939338684082031,0.0,20371.863000000005
155,13:50:00,0.2,1000,700,3,4,32,18,18,4,7,25,14,4,2273.0693599379592,8144.5560000000005,0.008578062057495117,0.008233070373535156,0.0,16855.444
193,08:16:30,1,1000,700,13,14,43,9,20,3,6,37,6,3,2424.0270520162267,7796.377,0.003449678421020508,0.0007178783416748047,0.0,29203.623
196,16:23:30,1,1000,700,14,15,29,8,18,5,17,12,3,5,3088.0,7970.2880000000005,0.003835916519165039,0.0016460418701171875,0.0,4029.7119999999995
155,13:50:00,0,1000,700,1,2,32,20,22,0,0,32,20,0,2196.351258649491,8415.916000000001,0.021882057189941406,0.003276824951171875,0.0,23584.084
193,08:16:30,0,1000,700,1,2,43,21,23,0,0,43,21,0,2896.9233178239083,11100.348000000002,0.03038811683654785,0.0037729740142822266,0.0,31899.652
192,08:28:00,0,1000,700,1,2,33,22,17,7,7,26,15,7,2291.0,8510.498000000001,0.026927947998046875,0.017220020294189453,0.0,17489.502
194,07:10:00,1,1000,700,22,23,51,9,28,4,7,44,5,4,3787.0,9769.698999999999,0.006000995635986328,0.002053976058959961,0.0,34230.301
198,19:44:00,0,1000,700,1,2,23,14,16,0,0,23,14,0,1643.0977466595068,6295.974999999999,0.00846719741821289,0.014146089553833008,0.0,16704.025
185,15:27:00,0.4,1000,700,7,8,26,18,23,3,3,23,15,3,3308.31836077309,11505.283000000003,0.005039215087890625,0.001519918441772461,0.0,11494.716999999997
192,08:28:00,0.2,1000,700,2,3,33,21,15,9,11,22,12,9,3342.0,10865.759999999998,0.0147247314453125,0.09270906448364258,0.0,11134.240000000002
187,13:47:00,0.4,1000,700,12,13,38,21,28,6,6,32,15,6,4845.0,15428.124000000002,0.007483243942260742,0.031819820404052734,0.0,16571.875999999997
55,18:56:00,0,1000,700,1,2,58,35,36,1,1,57,34,1,5276.022168038675,20216.511000000002,0.11075186729431152,0.00906682014465332,0.0,36783.489
155,13:50:00,0.4,1000,700,6,7,32,16,22,1,2,30,15,1,2470.2817048437573,9443.704000000203,0.004930019378662109,0.006346940994262695,0.0,20556.296000000242
193,08:16:30,0.2,1000,700,2,3,43,20,13,10,20,23,10,10,2209.3826279527566,7591.200000000001,0.016597986221313477,0.006145000457763672,0.0,15408.8
187,16:47:00,0,1000,700,1,2,43,32,27,7,7,36,25,7,3369.0,12610.559999999992,0.07156491279602051,0.07502579689025879,0.0,23389.44000000001
